"regno","Name","Latest income","Latest expenditure","Address","Postcode"
1164681,"MANCHESTER TECH TRUST",207500,230166,"C/O ADDLESHAW GODDARD, ONE ST PETER'S SQUARE, MANCHESTER","M2 3DE"
1164744,"ASHGATE SCHOOL PARENTS, TEACHERS AND FRIENDS ASSOCIATION",11747,7678,"ASHGATE SPECIALIST SUPPORT PRIMARY, SCHOOL, CROSSACRES ROAD, MANCHESTER","M22 5DR"
1164805,"STRICTLY WHEELS FOUNDATION",15755,14586,"32 PEREGRINE STREET, MANCHESTER","M15 5PU"
1164921,"IQRA WELFARE FORUM",30411,24402,"171 SLADE LANE, MANCHESTER","M19 2AE"
1164959,"DELIA DERBYSHIRE DAY",26988,42220,"UNIVERSITY OF MANCHESTER, OXFORD ROAD, MANCHESTER","M13 9PL"
1165007,"RAINBOW SURPRISE CIO",26712,35177,"12A CRUMPSALL LANE, MANCHESTER","M8 5FB"
1165044,"WYTHENSHAWE FOOD BANK",8675,29628,"UNIT 10-12 ETROP WAY, C/o wythenshawe Community Housing, Wythenshawe House, 8 Poundswick Lane, Wythenshawe","M22 9TA"
1165142,"GOODNEWS ASSEMBLIES OF GOD",34228,31734,"POT 2, The Hive, Plant Hill Road, MANCHESTER","M9 6NP"
1165418,"AFRICAN VOICE IN MOSTON",4828,4800,"54 Kilnside Drive, Harpurhey, Manchester, Lancashire","M9 5QP"
1165537,"NAQSHBANDI MOHSINI",837,1104,"315 Dickenson Road, Manchester","M13 0NR"
1165564,"MANCHESTER VINEYARD",125589,113077,"Hill Quays, 14 Commercial Street, Manchester","M15 4PZ"
1165607,"IN TOUCH FUTURES",46839,99865,"In Touch Networks Limited, 3 Hardman Square, Spinningfields, MANCHESTER","M3 3EB"
1165628,"THE OYE ALEBIOSU FOUNDATION FOR WOMEN'S HEALTH",58,0,"33 Hall Road, MANCHESTER","M14 5HN"
1165650,"ST. CATHERINE'S R.C. PRIMARY SCHOOL PTA",19095,6925,"St. Catherines Primary School, School Lane, MANCHESTER","M20 6HS"
1165772,"RAINBOWBIRD&ANIMALRESCUE",2460,2388,"2 Hobson Street, Higher Openshaw, Manchester","M11 1HT"
1165797,"ENSEMBLE MANCHESTER",18123,17107,"37 WEYBRIDGE ROAD, MANCHESTER","M4 6FD"
1165870,"LEVENSHULME OLD LIBRARY",23416,6173,"28 CROMWELL GROVE, MANCHESTER","M19 3GB"
1166128,"CAN-SURVIVE  UK",19718,14332,"Kath Locke Centre, 123 Moss Lane East, Manchester","M15 5DD"
1166215,"ST JOHN'S RC PRIMARY SCHOOL PTA CHORLTON",17591,22697,"90 Newport Road, Manchester","M21 9WN"
1166240,"FAMILIES AGAINST VIOLENCE",18132,19323,"FAMILIES  AGAINST VIOLENCE CIO, Royce Road Hulme, Manchester, MANCHESTER, England-Lancashire","M15 5BJ"
1166273,"REFUGEES START",6149,6212,"83 Ducie Street, MANCHESTER","M1 2JQ"
1166297,"INTERNATIONAL COMMUNITY CARE FOUNDATION",100,500,"129 SMEDLEY ROAD, MANCHESTER","M8 0RS"
1166316,"GREEN PAW PROJECT",6956,6130,"Unit 4G, Beehive Mill, Jersey Street, Manchester","M46JG"
1166318,"EDWARD MAYES TRUST",296786,329482,"Mayes Gardens Staff Office, Harrison Street, Manchester","M4 7FN"
1166380,"NORTH WEST TURKISH COMMUNITY ASSOCIATION",4952,3199,"Milk Lab, Sadler street, Middleton, Manchester","M20 5QT"
1166420,"GROWING TOGETHER LEVENSHULME",5077,12725,"161 HAMILTON ROAD, MANCHESTER","M13 0PQ"
1166434,"4THECHILDREN",62650,51543,"132-134 GREAT ANCOATS STREET, MANCHESTER","M4 6DE"
1166436,"CWOI",21896,18197,"36 ELSHAM GARDENS, MANCHESTER","M18 7DJ"
1166461,"GROWING IN THE CITY",36867,8925,"St. Barnabas Rectory, South Street, Openshaw, Manchester","M11 2EY"
1166488,"THE CHURCH IN MANCHESTER",27082,16566,"34A ALNESS ROAD, MANCHESTER","M16 8HQ"
1166535,"WESTCROFT COMMUNITY CENTRE",73857,66957,"WESTCROFT COMMUNITY CENTRE, 24-26 WESTCROFT ROAD, MANCHESTER","M20 6EF"
1166776,"BIRTH AID",19692,12231,"55 VICTORIA AVE, DIDSBURY, MANCHSTER, GREATER MANCHESTER, GREATER MANCHESTER","M20 2QX"
1166806,"COMMUNITY CHURCH OF THE NAZARENE LONGSIGHT",105261,91464,"22 ELMSMERE ROAD, MANCHESTER","M20 6FL"
1166834,"THE OASIS CENTRE COMMUNITY PROJECT-EAST MANCHESTER",302440,193307,"69 HAWORTH ROAD, MANCHESTER","M18 7EN"
1166867,"ASSOCIATION OF IBADAN INDIGENES (A.I.I), MANCHESTER UK",8874,5714,"305A Moston Lane, MANCHESTER","M40 9NL"
1166870,"ROE GREEN PLAY PARK LIMITED",24093,49892,"C/O WEIGHTMANS LLP, PALL MALL COURT, 61-67 KING STREET, MANCHESTER","M2 4PD"
1166873,"YOUNG MANCHESTER",2787186,285283,"129, Deansgate, Manchester","M3 3WR"
1166956,"UK-MED",2124555,1644856,"c/o HCRI C1.54, Ellen Wilkinson Building, University of Manchester, Oxford Road, MANCHESTER","M13 9PL"
1167087,"MRS LUM'S ALMSHOUSES",32989,37638,"Mayes Gardens Staff Office, Harrison Street, Manchester","M4 7FN"
1167125,"MANCHESTER COLLECTIVE",59470,56790,"Manchester Collective, The Sharp Project, Thorp Rd","M40 5BJ"
1167146,"COFFEE4CRAIG",113643,112568,"The Offices (Northwest) Ltd, 53 King Street, MANCHESTER","M2 4LQ"
1167324,"MUWASSA",7310,3000,"5 ST. HILDAS ROAD, NORTHENDEN, MANCHESTER","M22 4FP"
1167366,"LOVE WITHINGTON BATHS",708213,527990,"49 PARSONAGE ROAD, WITHINGTON, MANCHESTER","M20 4NG"
1167399,"CATHOLIC TRAVELLERS AID TO HOMELESS",4296,3957,"1540 ASHTON OLD ROAD, MANCHESTER","M11 1HN"
1167415,"ALMANAR (UK) EDUCATIONAL TRUST",234141,186855,"9 ERICA DRIVE, MANCHESTER","M19 1NP"
1167430,"MIGRANT SUPPORT",31967,34917,"Methodist Central Building, Oldham Street, Manchester","M1 1JQ"
1167457,"SSG SUSTAINABLE LIVING",201198,187519,"Kashmir House, 439-441 Cheetham Hill Road, MANCHESTER","M8 0PF"
1167475,"BROCKY'S TRUST",18210,6798,"BROCKY'S TRUST, RABBLE POST, QUEENS CHAMBERS, 5 JOHN DALTON STREET, MANCHESTER","M2 6ET"
1167556,"MUSIC FOR HOPE",12651,9544,"23 FERNLEIGH AVENUE, MANCHESTER","M19 3LU"
1167584,"DIDSBURY COMMUNITY CHURCH OF THE NAZARENE",39741,40951,"DIDSBURY COMMUNITY, CHURCH OF THE NAZARENE, NAZARENE THEOLOGICAL COLLEGE, DENE ROAD, DIDSBURY, MANCHESTER","M20 2GU"
1167704,"GREATER TOGETHER MANCHESTER",189913,141221,"Greater Together Manchester, Church House (4th Floor), 90 Deansgate, Manchester","M3 2GH"
1167821,"UMMAL YATIM FOUNDATION",3875,4577,"9 EYRE STREET, MANCHESTER","M15 6HD"
1167955,"CHRIST EVANGELICAL CHURCH-UNITY ASSEMBLY",3418,2835,"2B DARGAI STREET, MANCHESTER","M11 4PN"
1168234,"OLIVE PATHWAY",10000,8592,"8 LIVINGSTON AVENUE, MANCHESTER","M22 1BY"
1168322,"MOSTON MUSLIM COMMUNITY CENTRE",61160,26296,"308 Moston Lane, MANCHESTER","M40 9WB"
1168597,"SOUTH MANCHESTER U3A",15133,13565,"7 SEFTON ROAD, MANCHESTER","M21 8UU"
1168695,"ALL ARTS & MEDIA LTD",81813,88531,"Levenshulme Library, Cromwell Grove, , MANCHESTER","M19 3QE"
1168839,"MANCHESTER CITY OF SANCTUARY",29267,42004,"Inspire, 747 Stockport Road, MANCHESTER","M19 3AR"
1169048,"CARE4CALAIS",646515,652886,"4307, 301 Deansgate, Manchester","M3 4LX"
1169062,"CHARISMATIC CHURCH OF CHRIST",14010,14109,"29 BUTTERTON DRIVE, MANCHESTER","M18 8GZ"
1169066,"STREETWISE",0,0,"83, Ducie St, Manchester","M1 2JQ"
1169128,"ROYAL AIR FORCES ASSOCIATION WRAF BRANCH",23432,12740,"14 Chigwell Close, Wythenshawe, Manchester","M22 4PA"
1169272,"BURNAGE FOODBANK",10977,4349,"15 AUSTIN DRIVE, MANCHESTER","M20 6EB"
1169291,"IRISH COMMUNITY CARE MANCHESTER",193959,197921,"IRISH COMMUNITY CARE MANCHESTER, 747 Stockport Road, MANCHESTER","M19 3AR"
1169383,"THE BREAD AND BUTTER THING.",438480,237597,"6 MERIDIAN PLACE, MANCHESTER","M20 2QF"
1169407,"ST WILFRIDS PTA",4286,1767,"ST. WILFRIDS C OF E PRIMARY SCHOOL, PATTERDALE ROAD, MANCHESTER","M22 4NR"
1169490,"QUBA INITIATIVE",21053,18403,"213 Errwood Road, MANCHESTER","M19 1JB"
1169601,"NEW FAMILY CONNECTIONS",25280,4312,"83 Ducie Street, MANCHESTER","M1 2JQ"
1169614,"THE DIDSBURY VILLAGE WOMENS' INSTITUTE",7485,7170,"C/O DIDSBURY METHODIST CHURCH, SANDHURST ROAD, MANCHESTER","M20 5LR"
1169796,"EMMELINE'S PANTRY",48210,33399,"Emmeline's Pantry, Sure Start Children's Centre, Nell Lane, Chorlton, Manchester","M21 7SJ"
1169923,"CELESTIAL CHURCH OF CHRIST - HOUSE OF PRAISE PARISH",19532,19300,"7 LINGDALE WALK, MANCHESTER","M40 9BR"
1169996,"MANCHESTER ISLAMIC INSTITUTE",25464,35772,"MANCHESTER ISLAMIC INSTITUTE, 5 SIDNEY STREET, MANCHESTER","M1 7HB"
1170018,"BOLTON KURDISH COMMUNITY CENTRE",1271,4338,"63 KINGSWAY, MANCHESTER","M19 2LL"
1170101,"THE REDEEMED CHRISTIAN CHURCH OF GOD THE OVERCOMER CHURCH",27816,22673,"8 KENTON AVENUE, GORTON, MANCHESTER","M18 7GQ"
1170238,"DISCIPLES PENTECOSTAL CHURCH",3481,13702,"Unit, 9 Vaughan Street Industrial Estate, MANCHESTER","M12 5BT"
1170277,"AMAZING GRACE CHRIST FOUNDATION",5881,2250,"14 Coldstream Avenue, MANCHESTER","M9 6PG"
1170317,"GREATER MANCHESTER LAW CENTRE",173005,135254,"667-669 Stockport Road, Longsight, Manchester","M12 4QE"
1170329,"GIVE A HAND",24385,29931,"ZAHEER & CO, 63 KINGSWAY, MANCHESTER","M19 2LL"
1170346,"Czech School & Community Manchester",24824,18232,"ST. BEDES COLLEGE, ALEXANDRA ROAD SOUTH, MANCHESTER","M16 8HX"
1170582,"DIMOBI CHILDREN DISABILITY TRUST",65451,28145,"The Yes Building, 115 Briscoe Lane, MANCHESTER","M40 2TP"
1170750,"CATS (CANCER AWARENESS IN TEENAGE AND YOUNG PEOPLE SOCIETY)",14367,11660,"408 Centurion House, 129 Deansgate, Manchester","M3 3WR"
1170804,"UKFast Community and Education Trust",0,0,"UKFAST.NET, 1 ARCHWAY, MANCHESTER","M15 5QJ"
1170841,"GREATER MANCHESTER SOMALI COMMUNITY ASSOCIATION",400,400,"City Address Ltd, 83 Ducie Street, MANCHESTER","M1 2JQ"
1170975,"ONCE UPON A SMILE LIMITED",430966,423618,"62 - 66, Deansgate, Manchester","M3 2EN"
1171236,"FRIENDS OF THE BRIAN HORE UNIT",15357,16572,"10 Pytha Fold Road, MANCHESTER","M20 4UH"
1171317,"THE WIDOWS EMPOWERMENT TRUST",14437,33575,"Bizspaces Business Park, Wilsons House, , Monsall Road, MANCHESTER","M40 8WN"
1171377,"PEGASUS RDA",16670,14882,"40 Hurstville Road, Chorlton, Manchester, Manchester, Lancashire","M21 8DH"
1171522,"AL SADIQ ACADEMY UK",57073,10589,"2 REDVALE DRIVE, SALFORD","M7 4YX"
1171658,"WHALLEY RANGE COMMUNITY FORUM",55888,65806,"J N R 8 YOUTH & COMMUNITY CENTRE, 82 CROMWELL AVENUE, MANCHESTER","M16 0BG"
1171736,"VILLAGE RESTORATION",0,300,"POT 2, The Hive, Plant Hill Road, MANCHESTER","M9 6NP"
1171833,"THE ALLIANCE MANCHESTER",19451,10908,"78 THORNTON ROAD, MANCHESTER","M14 7WT"
1171857,"THE MANCHESTER PERIOPERATIVE MEDICINE SOCIETY",18115,6965,"DEPARTMENT OF ANAESTHESIA, MANCHESTER ROYAL INFIRMARY, OXFORD ROAD, MANCHESTER","M13 9WL"
1171948,"APOGEE FOUNDATION CIO",46291,12766,"Apogee Foundation, 83 Ducie Street, Manchester","M1 2JQ"
1172087,"MANCHESTER AND WARRINGTON AREA QUAKER MEETING (RELIGIOUS SOCIETY OF FRIENDS)",8424420,831765,"Friends' Meeting House, 6 Mount Street, Manchester","M2 5NS"
1172156,"CHRIST DWELLING PLACE MINISTRIES",21141,21172,"614 Rochdale Road, MANCHESTER","M9 5AS"
1172183,"MYRIAD FOUNDATION CIO",21549,9612,"Myriad Foundation Office 303, Apollo Self Storage 3 - 9 Hyde Road, Manchester","M12 6BQ"
1172553,"STAR REACHERS COMMUNITY INITIATIVE",0,8677,"4 RUSHWAY AVENUE, MANCHESTER","M9 7GA"
1173186,"GOD'S RECONCILIATION GARDEN MINISTRY",12532,12457,"16 ROSE BANK ROAD, MANCHESTER","M40 2UH"
1173220,"AFAK",37620,37155,"63  KINGSWAY, MANCHESTER","M19 2LL"
1173260,"WE LOVE MANCHESTER EMERGENCY FUND",21795694,19550319,"Manchester City Council, PO Box 532, Manchester","M60 2LA"
1173334,"AFROCATS",3751,1404,"City Address Ltd, 83 Ducie Street, MANCHESTER","M1 2JQ"
1173366,"MANCHESTER CRAFT & DESIGN",177065,176579,"MANCHESTER CRAFT & DESIGN CENTRE, 17 OAK STREET, MANCHESTER","M4 5JD"
1173468,"UGANDA COMMUNITY IN GREATER MANCHESTER",0,0,"UCOMM, Surcon House, 11A Copson Street, MANCHESTER","M20 3HE"
1173647,"St Bede's College Parents' Association",18898,12111,"ST. BEDES COLLEGE, ALEXANDRA ROAD SOUTH, MANCHESTER","M16 8HX"
1174104,"GRACE FELLOWSHIP MANCHESTER",26816,22882,"86 Ducie Street, Manchester","M1 2JQ"
1174208,"THE10THDAY.COM",47362,48557,"34 DENISON ROAD, MANCHESTER","M14 5SQ"
1174275,"SOUTH MANCHESTER MEN IN SHEDS",3530,545,"38 MERSEYBANK AVENUE, CHORLTON, MANCHESTER","M21 7NN"
1174456,"THE REDEEMED CHRISTIAN CHURCH OF GOD PATHFINDER ROYAL CHRISTIAN CENTRE STOCKPORT",36180,24520,"18 LATHBURY ROAD, MANCHESTER","M9 5GN"
1174723,"RECOVERY WORKS LIMITED",205587,205587,"RECOVERY WORKS, LEE HOUSE, 90 GREAT BRIDGEWATER STREET, MANCHESTER","M1 5JW"
1175084,"THE CINDY APPLEYARD FOUNDATION",8847,3491,"12 PARK AVENUE, LEVENSHULME, MANCHESTER","M19 2EE"
1175227,"LA-TOUCHE HEALTH FOUNDATION",0,0,"184 LAWNHURST AVENUE, MANCHESTER","M23 9RQ"
1175501,"EAGLE LEARNING CENTRE",25000,17333,"15 ASCOT ROAD, MANCHESTER","M40 2UD"
1175757,"MUZI KA NKULUNKULU [UK] CIO",2775,2758,"Flat 52, Somerton Court, Broadmoss Drive, Manchester","M9 7HS"
1176038,"GREATER MANCHESTER PAKISTANI ASSOCIATION LIMITED",6030,12475,"Pakistani Community Association, 481 Stockport Road, MANCHESTER","M12 4NN"
1176235,"MOHEBBAN AL-ZAHRA",85843,12525,"9 MOORTOP CLOSE, MANCHESTER","M9 0RY"
1176356,"CHORLTON C OF E SCHOOL PTA",23734,20945,"Chorlton C of E Primary School, Vicars Road, , MANCHESTER","M21 9JA"
1176612,"THE REDEEMED CHRISTIAN CHURCH OF GOD FULL LIFE CHRISTIAN CENTRE",92477,58538,"176 NUTHURST ROAD, MANCHESTER","M40 3PL"
1176620,"OLYMPIAS MUSIC FOUNDATION",23389,11126,"FLAT 6, 88A GREAT BRIDGEWATER STREET, MANCHESTER","M1 5JW"
1176624,"EL-BETHEL CHURCH",19981,17987,"FIRST FLOOR, 48, LORD STREET, CHEETHAM HILL, MANCHESTER","M3 1HN"
1176657,"ETERNITY MINISTRIES UK LIMITED",9241,8230,"84 CROSSLEY STREET, MANCHESTER","M18 8BA"
1176902,"MCR CARES LIMITED",105987,97448,"Floor 2, 22 Lever Street, Manchester","M1 1EA"
1177546,"STREET SUPPORT NETWORK LIMITED",267167,173691,"111 Piccadilly, Manchester","M1 2HY"
